,Audio,Class
4027,"[-0.00771454 -0.01489617 -0.0168099  ...  0.00467783  0.00636589
  0.00276674]",siren
4028,"[ 0.0063579   0.00896125  0.00447236 ... -0.00308518 -0.00400699
 -0.00537704]",drilling
4029,"[-0.02096906 -0.02894621 -0.01948795 ...  0.01609766  0.00705331
 -0.00173734]",siren
4030,[0.08278907 0.12528607 0.10916042 ... 0.01680129 0.0148836  0.0171985 ],drilling
4031,"[-0.0505686  -0.07079049 -0.14530833 ...  0.05424625 -0.00195185
  0.02792049]",jackhammer
4032,"[-0.03651594 -0.03998072 -0.01347896 ...  0.06214241  0.06641111
  0.07068418]",street_music
4033,"[4.6566129e-10 2.3283064e-10 9.3132257e-10 ... 2.9074699e-03 6.5427460e-03
 6.0566086e-03]",drilling
4034,"[ 0.00022992  0.00129818  0.00154153 ... -0.00112037 -0.00101324
 -0.00099822]",drilling
4035,"[ 0.00165519  0.01975957 -0.01543214 ... -0.01124098  0.00191771
  0.02679978]",engine_idling
4036,[0.00840914 0.04351477 0.08035028 ... 0.06215607 0.07601947 0.0228217 ],car_horn
4037,[0.05385822 0.08512454 0.14448774 ... 0.07226865 0.01351881 0.08471017],street_music
4038,"[ 0.00533    -0.00122027  0.01231106 ...  0.01204179  0.00506392
 -0.01274868]",gun_shot
4039,"[-0.00945982 -0.01237573 -0.0082796  ...  0.00144286  0.00523834
  0.00984788]",car_horn
4040,"[-0.008844   -0.01373808 -0.01222044 ... -0.02192794 -0.02080683
 -0.02175171]",car_horn
4041,"[-4.4357319e-05 -8.3390325e-05 -8.8579334e-05 ...  8.7750384e-05
  9.1202237e-05  7.2629344e-05]",dog_bark
4042,"[ 0.13525109  0.19054921  0.15293223 ... -0.01219456 -0.01438218
 -0.02786121]",siren
4043,"[-0.00269581 -0.00369754 -0.00278338 ... -0.01501942 -0.02377943
 -0.02784959]",air_conditioner
4044,"[ 0.04575612  0.04964828 -0.00013587 ... -0.01689432 -0.02491796
 -0.01612603]",drilling
4045,"[-0.02623086 -0.00773154 -0.0143864  ... -0.00907342 -0.01919985
 -0.02812755]",siren
4046,[0.02182407 0.02319859 0.00864507 ... 0.10323446 0.08794925 0.05942672],street_music
4047,"[-0.00282805 -0.00479356 -0.00452213 ...  0.00143039 -0.00433023
  0.02357426]",gun_shot
4048,"[-0.00893185 -0.01607704 -0.01721661 ...  0.01534322  0.0137289
  0.0181006 ]",engine_idling
4049,"[-0.00273399 -0.00698974 -0.0128445  ...  0.03724038  0.04209795
  0.05225735]",drilling
4050,"[-0.01829314  0.04952852  0.02133752 ...  0.01168871  0.08330377
 -0.01669585]",engine_idling
4051,"[ 0.0159473   0.02070048  0.00994316 ... -0.01168716 -0.01296041
 -0.01191239]",car_horn
4052,"[-0.06291775 -0.10929503 -0.05849312 ...  0.07692337  0.04633294
  0.01832271]",children_playing
4053,"[-0.02310798 -0.03428919 -0.00180505 ...  0.00260206  0.00204225
  0.00067945]",jackhammer
4054,"[ 0.00912714  0.02450428  0.03208609 ... -0.00655056  0.01993432
  0.0199848 ]",siren
4055,"[-0.00775683 -0.01288349 -0.01591508 ... -0.03089282 -0.03733737
 -0.03971482]",gun_shot
4056,"[-0.01789959 -0.02604954 -0.01808142 ... -0.00144152 -0.00027922
  0.00013443]",dog_bark
4057,[0.07588825 0.10846981 0.10472772 ... 0.03609823 0.14508264 0.15663433],drilling
4058,"[-0.00061857 -0.00072631 -0.00087058 ... -0.0004223   0.0002614
  0.00222795]",street_music
4059,"[-0.02464063  0.11005924  0.04536551 ...  0.01550322 -0.06800625
  0.04834729]",car_horn
4060,"[ 0.1137592   0.16858107  0.15232491 ... -0.10959348 -0.10523854
 -0.11340873]",dog_bark
4061,"[-4.8235105e-10 -1.4385952e-09 -1.1077507e-09 ... -2.5924940e-02
 -2.6296528e-02 -2.6909534e-02]",dog_bark
4062,[0.02779309 0.04044822 0.03476198 ... 0.03389711 0.03286924 0.03234272],dog_bark
4063,[0.02782205 0.02766602 0.0287932  ... 0.06952323 0.11101932 0.0769069 ],street_music
4064,[0.00951604 0.01258132 0.00563013 ... 0.01074671 0.0131201  0.01777281],drilling
4065,"[ 0.00031325  0.00046318  0.00143211 ... -0.00176561 -0.00290155
 -0.00343379]",jackhammer
4066,[0.02468038 0.04467425 0.0540766  ... 0.5524241  0.58776736 0.        ],air_conditioner
4067,"[-8.7311491e-11  5.8207661e-11 -5.8207661e-11 ...  1.9276195e-07
 -2.0178959e-07  2.0523112e-07]",engine_idling
4068,"[ 0.06106167  0.03155583  0.00455172 ... -0.0300632  -0.01462376
 -0.06585611]",dog_bark
4069,"[-0.0030342  -0.00500756 -0.00269524 ...  0.00274377  0.0021069
  0.00263476]",engine_idling
4070,"[ 0.09400592  0.13356991  0.14991277 ...  0.04107967 -0.00658269
  0.0126376 ]",car_horn
4071,"[-0.00045132 -0.00027351 -0.00016233 ... -0.00031547 -0.00080741
 -0.00279741]",air_conditioner
4072,"[ 0.05504527  0.06407645  0.05671205 ... -0.00530224 -0.00790772
  0.07803079]",engine_idling
4073,"[ 0.00794242  0.00893417  0.00039405 ... -0.00076089 -0.00601518
 -0.00544998]",drilling
4074,"[ 0.00236525  0.00505979  0.00963471 ... -0.05636515 -0.0622277
 -0.03676296]",children_playing
4075,"[-0.01156408 -0.01468633 -0.0201332  ... -0.02351393 -0.01553934
 -0.02684566]",siren
4076,"[ 1.6475313e-10  6.8614464e-10  1.6086106e-09 ... -1.1477677e-02
 -1.4041528e-02  0.0000000e+00]",siren
4077,"[-0.05247154  0.04771449  0.14625357 ...  0.10988996 -0.06195604
 -0.05122083]",drilling
4078,[0.00424389 0.00994188 0.01608671 ... 0.27541357 0.24857762 0.18816406],car_horn
4079,"[-0.03441673 -0.04997228 -0.03960284 ... -0.00347678 -0.00720147
 -0.00312073]",car_horn
4080,"[-0.01355948 -0.02112621 -0.01186406 ...  0.00015345  0.00427871
  0.00770831]",drilling
4081,[0.07584225 0.10974861 0.09630965 ... 0.01048095 0.01351631 0.01401882],air_conditioner
4082,"[ 0.00011192 -0.00239609 -0.00562329 ... -0.00608286 -0.00441235
 -0.00144492]",gun_shot
4083,"[ 2.0075240e-04  2.9554468e-04  4.4876902e-04 ... -7.9331830e-06
 -7.9896881e-06 -8.1910675e-06]",dog_bark
4084,"[-0.00193149  0.00520452  0.01621519 ... -0.02739511 -0.01717368
  0.00038908]",jackhammer
4085,"[ 0.01295759 -0.04257682 -0.04736526 ...  0.03109862  0.0365381
  0.07223063]",car_horn
4086,[0.0218688  0.03757088 0.05096674 ... 0.10643268 0.15069696 0.19505128],gun_shot
4087,"[1.4572362e-05 2.3373133e-05 2.4057219e-05 ... 1.7956716e-05 1.9785033e-05
 0.0000000e+00]",drilling
4088,"[-0.03148063 -0.02898409 -0.00923707 ...  0.02219491  0.01900809
  0.01696105]",car_horn
4089,"[ 0.02640787  0.04754362 -0.01971526 ...  0.01710614  0.03549097
  0.00987314]",car_horn
4090,"[-0.06938441 -0.08492047 -0.02618168 ... -0.01558821 -0.01883989
 -0.01660576]",gun_shot
4091,"[-0.04951831 -0.07258508 -0.06180717 ...  0.12017117  0.11398386
  0.12341543]",street_music
4092,"[-0.00852971 -0.01371339 -0.0135115  ...  0.0021369   0.00205524
  0.00218913]",engine_idling
4093,"[-0.02215211 -0.02468494 -0.00979413 ...  0.01210311  0.00912942
  0.00603555]",gun_shot
4094,"[-0.01709668 -0.02564339 -0.02516732 ...  0.00928276  0.00368663
  0.00564317]",street_music
4095,"[ 0.01245902 -0.00312245 -0.02373504 ...  0.02782037  0.04078894
  0.06172055]",air_conditioner
4096,"[-0.00377946 -0.00994961 -0.00564873 ...  0.01146288  0.0063817
  0.00226619]",engine_idling
4097,"[-0.05006231 -0.06808011 -0.05419575 ...  0.16582747  0.17676541
  0.2080932 ]",dog_bark
4098,"[ 0.10926244 -0.00185353 -0.04890847 ... -0.00959764 -0.01355114
  0.11891072]",engine_idling
4099,"[ 0.13909298  0.20218095  0.17404315 ... -0.18624097 -0.21774195
 -0.2234029 ]",air_conditioner
4100,"[-0.06177125 -0.02189082  0.07499342 ... -0.01805551  0.06053624
  0.11993571]",street_music
4101,"[1.0520565e-05 1.0988333e-04 2.1291555e-04 ... 3.7483256e-02 1.5375810e-02
 4.3417583e-04]",car_horn
4102,"[ 0.03029686 -0.00845668 -0.00769921 ...  0.01692692 -0.00640211
  0.01357811]",gun_shot
4103,[0.00534842 0.00720737 0.00318535 ... 0.00538497 0.00345994 0.00140719],car_horn
4104,"[-0.00362221 -0.00611693 -0.00707534 ... -0.00164195 -0.00067317
 -0.00427378]",siren
4105,"[-0.01845447 -0.01866553 -0.01078397 ... -0.03965785 -0.01363139
 -0.01181844]",jackhammer
4106,"[ 6.3679181e-07 -8.1257895e-07  1.0475051e-06 ...  6.4183194e-03
  3.6928300e-03  1.6363803e-02]",drilling
4107,[0.0020318  0.00279448 0.00178797 ... 0.00202435 0.00214671 0.00239455],drilling
4108,"[-1.2805685e-09 -6.9849193e-10 -2.7939677e-09 ... -7.7933386e-02
 -6.9112889e-02 -7.6033309e-02]",air_conditioner
4109,[0.00049143 0.00146158 0.00150883 ... 0.00421948 0.00415555 0.00266221],street_music
4110,"[ 0.07203911  0.0829535   0.06041702 ... -0.01531105  0.00497414
  0.01853849]",siren
4111,"[ 0.1797558   0.26732135  0.22267354 ... -0.00636557 -0.01315604
 -0.0101607 ]",engine_idling
4112,"[ 0.01949308  0.05241319  0.06055378 ... -0.08154909 -0.08669873
 -0.05310188]",siren
4113,"[ 0.01457825 -0.01399753 -0.02848709 ...  0.00168546  0.03856189
 -0.05018031]",dog_bark
4114,"[-2.27726487e-05  1.00863486e-04  2.60798086e-04 ... -1.28218162e-04
  5.21560796e-05  0.00000000e+00]",street_music
4115,"[ 0.00132568  0.00218145  0.00206083 ... -0.00251961 -0.00156094
 -0.00220645]",children_playing
4116,"[-0.00446614 -0.00763393 -0.00744182 ... -0.01748902 -0.01575346
 -0.01307127]",children_playing
4117,"[ 0.00391673  0.00598191  0.00569665 ... -0.05714054 -0.07286363
  0.09099683]",dog_bark
4118,"[-0.00551903 -0.02040217 -0.02805089 ...  0.02315588  0.03130367
  0.0429234 ]",gun_shot
4119,[0.00104788 0.02697529 0.04913551 ... 0.01020866 0.01896107 0.01844043],drilling
4120,"[ 0.0000000e+00  8.1490725e-10  0.0000000e+00 ... -2.7042335e-01
 -2.5720644e-01 -2.8260428e-01]",engine_idling
4121,"[ 0.09260339  0.14418106  0.12553497 ... -0.03929015 -0.00500244
  0.02590676]",jackhammer
4122,"[-0.00033342 -0.00055712 -0.00053907 ...  0.00038035  0.00040692
  0.0004785 ]",siren
4123,"[-0.01128063 -0.0057673   0.00018638 ...  0.01273598  0.01130025
 -0.00086931]",car_horn
4124,[0.00010808 0.00013184 0.00012358 ... 0.00139587 0.00156258 0.00060115],gun_shot
4125,[0.03917816 0.06816085 0.07230406 ... 0.03624908 0.02780761 0.0090835 ],car_horn
4126,"[-0.01556955 -0.02118161 -0.01893063 ...  0.03303614  0.03311849
  0.03519262]",dog_bark
4127,[0.03534887 0.0514311  0.04360177 ... 0.01933016 0.01548173 0.        ],street_music
4128,"[ 0.31886005  0.40422425  0.20999463 ... -0.14608437 -0.16232853
 -0.09909707]",children_playing
4129,[0.01153147 0.01830139 0.01794612 ... 0.02095129 0.01256966 0.00356572],air_conditioner
4130,"[ 0.02273598  0.02733214  0.01278873 ... -0.01377727 -0.01390319
 -0.0217114 ]",children_playing
4131,"[ 0.0035121   0.00652488  0.00982293 ... -0.00090466 -0.00406122
 -0.00216761]",car_horn
4132,"[-0.02885734 -0.05068643 -0.04241519 ...  0.03903836  0.02981367
  0.00715533]",air_conditioner
4133,"[ 0.00108136  0.00332852  0.01170412 ... -0.0175906  -0.00626113
  0.0007559 ]",engine_idling
4134,"[ 0.          0.          0.         ... -0.00100727 -0.00055645
 -0.00055381]",street_music
4135,"[-0.01403118 -0.02466457 -0.02452656 ... -0.02524377 -0.02195952
 -0.01501516]",siren
4136,"[-0.1785045  -0.27484596 -0.23792714 ...  0.08279177  0.07108563
  0.04400516]",drilling
4137,"[ 0.01769128  0.02404944  0.02084556 ... -0.01479974 -0.00501403
  0.00832805]",children_playing
4138,"[-0.00423652  0.00550248  0.0536304  ... -0.04806875 -0.05590673
 -0.06237127]",gun_shot
4139,[0.08209734 0.14947069 0.11909104 ... 0.08982448 0.11309034 0.13318771],dog_bark
4140,"[ 0.10744885  0.12641639  0.025307   ... -0.0516686  -0.04910286
 -0.02212836]",car_horn
4141,"[-0.01449205  0.02350094 -0.01549785 ... -0.00979121  0.01468051
  0.        ]",air_conditioner
4142,"[-0.01000196 -0.01688631 -0.01763462 ... -0.00407499 -0.00436199
 -0.00690243]",air_conditioner
4143,"[-0.00213335 -0.00035447  0.00095857 ...  0.00207055 -0.00443438
 -0.01131796]",siren
4144,"[-8.8521551e-07  4.7824756e-08  6.4461528e-07 ... -1.0345407e-02
 -1.0061761e-02 -1.0185026e-02]",siren
4145,"[-0.00751287  0.01114781  0.01192572 ... -0.01538253 -0.01571127
 -0.01043976]",children_playing
4146,"[-0.04608985 -0.06004384 -0.04517892 ...  0.00799337  0.00703697
  0.0054    ]",children_playing
4147,"[-0.16142286 -0.24262817 -0.22775003 ... -0.02425497 -0.07293499
 -0.05862156]",dog_bark
4148,[0.00011744 0.00200492 0.0039642  ... 0.01192961 0.01464963 0.02040608],dog_bark
4149,"[-6.3427382e-05 -7.6341908e-05 -4.7471069e-05 ...  1.4795345e-04
  1.6642382e-04  0.0000000e+00]",gun_shot
4150,"[ 0.04038495  0.06047364  0.05425008 ... -0.01121391 -0.00923519
 -0.009792  ]",street_music
4151,"[-0.4586635  -0.81817865 -0.95645714 ... -0.6000012  -0.32653314
 -0.58406013]",engine_idling
4152,"[-0.0649462  -0.01668877  0.00789914 ... -0.05599698  0.01728649
  0.07447675]",drilling
4153,"[ 0.11268653  0.1904844   0.1740612  ... -0.0035874  -0.03038152
 -0.0682718 ]",drilling
4154,"[-0.0160842  -0.02389626 -0.02167867 ... -0.07550225 -0.07057707
 -0.07407524]",siren
4155,"[-0.01103374 -0.01698729 -0.01541685 ... -0.00774134 -0.00107273
  0.00161605]",drilling
4156,"[-0.025646   -0.03456481 -0.02334491 ...  0.01985312  0.03215545
  0.05672467]",dog_bark
4157,"[-0.11489825 -0.1605451  -0.1353086  ...  0.07478725  0.05267915
  0.06402584]",engine_idling
4158,"[-0.0263274  -0.02569812  0.01949807 ...  0.02211357  0.00367397
 -0.09124354]",gun_shot
4159,"[-0.0041168  -0.01414896 -0.00067679 ... -0.03465095 -0.03057249
 -0.0134634 ]",drilling
4160,"[-0.03069163 -0.04139351 -0.04397684 ...  0.00935362  0.00360771
 -0.00096923]",dog_bark
4161,[0.00628987 0.00963645 0.00889079 ... 0.01646931 0.01441628 0.01451443],car_horn
4162,"[-0.00079021 -0.00228482 -0.003349   ...  0.00238296  0.00470878
  0.00362913]",children_playing
4163,"[-0.00421487 -0.00296135  0.00338894 ... -0.00129171  0.00557821
  0.00197958]",car_horn
4164,[0.00955986 0.01822264 0.02612455 ... 0.06976721 0.08078718 0.07854373],engine_idling
4165,"[ 0.19492036  0.31961405  0.2794407  ... -0.06986727 -0.06039691
  0.10929888]",gun_shot
4166,"[-0.11725947 -0.26538092 -0.30815965 ... -0.04740243 -0.01596382
  0.02210201]",air_conditioner
4167,[0.01004034 0.0220395  0.02471048 ... 0.02236223 0.03542343 0.05267102],children_playing
4168,"[ 0.00425239  0.0023821   0.00226927 ... -0.00138189 -0.00119151
 -0.00301984]",car_horn
4169,"[ 0.00120248  0.0107727   0.00918841 ... -0.13779373 -0.17708327
 -0.18375686]",air_conditioner
4170,"[ 0.01231991  0.02032734  0.01170505 ...  0.00506964 -0.00095123
 -0.00565429]",gun_shot
4171,[0.14203903 0.18199065 0.12997471 ... 0.06426419 0.07906657 0.06450371],engine_idling
4172,"[-0.00191876 -0.00252805 -0.00212835 ... -0.00105934 -0.00116235
 -0.00083107]",jackhammer
4173,"[ 0.00090141  0.00609238  0.01238121 ... -0.0093093  -0.00497869
  0.00333206]",dog_bark
4174,"[-0.00758189 -0.00588167 -0.00147086 ...  0.00474544  0.00340968
  0.00267391]",drilling
4175,"[ 0.0009169   0.00292641  0.00719983 ... -0.0014454  -0.00085808
 -0.00124361]",air_conditioner
4176,"[-1.9394793e-07  3.4063123e-07 -5.1665120e-07 ...  1.0101745e-01
 -7.1987651e-02 -1.4705774e-01]",air_conditioner
4177,"[-0.0124941  -0.01767046 -0.01548372 ...  0.0085048   0.00828525
  0.00949773]",engine_idling
4178,"[ 0.00069657 -0.00340921  0.01520682 ... -0.00043637  0.00585764
  0.00875713]",gun_shot
4179,"[ 0.00733149  0.01180283  0.01161471 ... -0.04896635 -0.04942686
 -0.05502445]",street_music
4180,"[ 8.8130665e-04 -8.5472857e-06  1.3749477e-03 ... -4.6375650e-04
 -1.8646917e-04 -9.2526563e-03]",dog_bark
4181,"[ 0.00263492  0.00415672  0.00145282 ... -0.0299323  -0.0300216
 -0.03508557]",children_playing
4182,"[-0.02950163 -0.05577075 -0.02902642 ...  0.00181854  0.01200745
 -0.00731008]",car_horn
4183,"[-1.4685415e-07 -1.1228317e-06  1.0818644e-07 ... -2.2124234e-06
  1.0779823e-05  3.1993866e-06]",drilling
4184,"[-0.00834103 -0.00928691 -0.00461804 ... -0.00488277 -0.00821016
 -0.01229834]",drilling
4185,[0.00487425 0.00819208 0.00703696 ... 0.02824902 0.03107748 0.02227508],jackhammer
4186,[0.06321831 0.0763125  0.06407982 ... 0.14303145 0.11650215 0.11061008],air_conditioner
4187,"[ 0.00374122  0.01883798  0.01300152 ... -0.02133176  0.00081828
  0.01634827]",jackhammer
4188,[0.1442402  0.17972963 0.08409271 ... 0.01236049 0.02225893 0.06004417],car_horn
4189,"[-0.00148134  0.01050625  0.02350611 ... -0.03692884 -0.04434423
 -0.0592524 ]",dog_bark
4190,[0.04154507 0.07443256 0.08153573 ... 0.02479531 0.01843507 0.01723174],gun_shot
4191,"[ 0.00012249  0.00043338  0.00051515 ... -0.00379407 -0.00630943
 -0.00444046]",engine_idling
4192,"[ 0.00888986  0.01626012  0.01759015 ... -0.02593868 -0.03342273
 -0.06053474]",street_music
4193,"[-0.03627521 -0.04707197 -0.01298525 ... -0.03630698 -0.0102765
 -0.02218177]",car_horn
4194,[0.08198331 0.12120211 0.11552005 ... 0.3724813  0.2983092  0.1112419 ],gun_shot
4195,"[ 0.05181844  0.00816166 -0.06648706 ...  0.05368284  0.03770676
  0.02374636]",car_horn
4196,"[-0.00242341 -0.03660879 -0.06264655 ...  0.0989051   0.1710037
  0.2988272 ]",children_playing
4197,"[-0.0089344  -0.0131084  -0.01063165 ...  0.02082836  0.02278179
  0.02476168]",street_music
4198,"[-1.11758709e-08 -1.21071935e-08 -3.72529030e-09 ... -3.05563844e-06
  1.77520433e-05 -1.04428364e-06]",gun_shot
4199,[0.00435261 0.00725413 0.00758943 ... 0.00684405 0.00821848 0.00322713],gun_shot
4200,"[-0.01491392 -0.00249463  0.00730264 ... -0.02115245 -0.02316333
 -0.0258472 ]",drilling
4201,[0.03722275 0.06700432 0.06268368 ... 0.04480332 0.04840542 0.05021165],dog_bark
4202,[0.08849286 0.11271871 0.09115456 ... 0.02189077 0.04035288 0.09769177],street_music
4203,"[-9.5285941e-08  9.6083386e-07 -2.1679967e-05 ...  2.2639822e-02
  1.7047543e-02  1.3295388e-02]",jackhammer
4204,[0.06154715 0.10883863 0.09663344 ... 0.2043842  0.1906897  0.21454278],air_conditioner
4205,"[ 0.0930239   0.01367887 -0.14408709 ... -0.04519506  0.25192374
 -0.15327743]",drilling
4206,"[ 0.07759517 -0.01782759 -0.10265252 ... -0.06318086 -0.01354952
 -0.15915993]",children_playing
4207,"[ 1.0352515e-02  1.3374567e-02  1.2651123e-02 ...  9.1264201e-06
 -3.1098956e-05 -8.1913595e-06]",siren
4208,"[-0.00407684 -0.00744363 -0.00682253 ...  0.00403408  0.00332738
  0.00157295]",engine_idling
4209,"[-0.01707497 -0.00915015  0.01130054 ... -0.14665109 -0.08477949
 -0.20477861]",drilling
4210,[0.00799304 0.01397851 0.01649161 ... 0.00419459 0.00745238 0.00790662],jackhammer
4211,"[ 0.14214702  0.27948934  0.3372295  ... -0.03453986 -0.02109325
 -0.01109945]",drilling
4212,"[ 8.2761166e-05  1.6004493e-04  1.3565589e-04 ... -5.4989656e-04
 -4.8058294e-04 -4.9619918e-04]",street_music
4213,"[-0.00984963 -0.00425633 -0.01135474 ...  0.02544786  0.02822427
  0.03464027]",dog_bark
4214,[0.00218784 0.00404606 0.00562546 ... 0.00497692 0.01132001 0.00521038],car_horn
4215,"[ 5.4190098e-04  1.2230215e-03  1.2765084e-03 ...  2.5904967e-05
 -8.2651104e-06  4.6241854e-05]",siren
4216,"[ 1.8211622e-03 -4.7023157e-03 -1.1453445e-03 ... -1.1363260e-07
 -1.2853458e-07 -8.8121695e-08]",street_music
4217,"[-0.18113598 -0.27299917 -0.19940141 ... -0.07249326 -0.12790225
 -0.05459369]",gun_shot
4218,"[-0.07115253 -0.08998048 -0.03584821 ...  0.02067938  0.05684974
  0.13582644]",children_playing
4219,"[-0.00438404  0.0092255   0.01817727 ...  0.01451414  0.15745059
  0.22568792]",siren
4220,[0.00077811 0.00097403 0.00049198 ... 0.00038989 0.00045149 0.00038833],dog_bark
4221,"[-0.05781188 -0.09735654 -0.08486985 ...  0.05674506  0.05860541
  0.06449975]",street_music
4222,[0.01345565 0.02984796 0.04339524 ... 0.03074442 0.01583129 0.01158191],siren
4223,"[-0.08725488 -0.153422   -0.13736753 ...  0.0574424   0.03957514
  0.07366608]",dog_bark
4224,"[-9.3503296e-04 -3.0490989e-04 -9.6373260e-06 ... -9.8877959e-03
 -1.3443826e-02 -2.0094570e-02]",dog_bark
4225,[0.05062855 0.05296704 0.01170009 ... 0.01108151 0.0254915  0.0480143 ],street_music
4226,"[ 0.10697515  0.11005524  0.06352746 ... -0.19031453 -0.15689754
 -0.11394479]",children_playing
4227,"[ 0.1719002   0.23487762  0.156397   ... -0.15950386 -0.2071175
 -0.21296732]",street_music
4228,"[-0.03180669 -0.04597246 -0.0418127  ... -0.01150101 -0.01194082
 -0.00650328]",car_horn
4229,[0.00063284 0.00105293 0.00051811 ... 0.00688942 0.0112073  0.01870303],children_playing
4230,"[-0.00055899 -0.00091007 -0.00083909 ... -0.00012597 -0.00011763
 -0.00013028]",jackhammer
4231,"[-0.06805757 -0.09334419 -0.07772935 ...  0.04669774  0.04584685
  0.05478406]",siren
4232,"[-0.04848318 -0.04874243 -0.01530102 ... -0.15086275 -0.15253606
 -0.15814137]",drilling
4233,"[-0.00946749 -0.06291829 -0.07304796 ... -0.14733586 -0.12266336
  0.0072871 ]",siren
4234,"[ 0.00488038  0.00783488  0.01301318 ... -0.02541816 -0.02362227
 -0.02274027]",drilling
4235,"[ 0.09322789  0.12309859  0.08952102 ... -0.04767078 -0.0383374
 -0.02715972]",engine_idling
4236,"[-1.0244548e-08 -4.6566129e-09 -7.2177500e-09 ... -2.9709893e-03
 -5.0446051e-03 -8.1165144e-03]",engine_idling
4237,"[-0.00112992 -0.00653156 -0.00894045 ...  0.00056206  0.00097681
  0.00270661]",siren
4238,"[-0.00769114 -0.01793204 -0.01190872 ... -0.00382888  0.00669274
  0.00735174]",dog_bark
